citizen_id,party_voted_past,mvar1,mvar2,mvar3,mvar4,mvar5,mvar6,mvar7,mvar8,mvar9,mvar10,mvar11,mvar12,mvar13,mvar14,mvar15,mvar16,mvar17,mvar18,mvar19,mvar20,mvar21,mvar22,mvar23,mvar24,mvar25,mvar26,mvar27,mvar28,mvar29,mvar30,mvar31,mvar32,mvar33,actual_vote
C155,Odyssey,0,0,0,13,0,0,0,0,6,0,0,0,0,2,0,0,0,0,1,0,0,0,0,15,0,4,36-45,1,0,Degree,7,AOT,AZG,Odyssey
C156,Tokugawa,0,0,7,0,2,0,0,5,0,2,0,0,1,0,0,0,0,0,0,0,0,0,15,0,15,3,55+,0,0,Degree,7,AEC,AEC,Tokugawa
C157,Cosmos,0,0,0,0,17,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,12,1,18-24,0,0,Masters,7,AGD,AGD,Cosmos
C158,Ebony,0,11,0,0,0,0,5,0,0,0,0,1,0,0,0,0,2,0,0,0,0,15,0,0,0,1,25-35,1,0,Masters,9,AII,AII,Ebony
C159,Cosmos,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,25-35,1,0,Degree,7,AZG,AOP,Cosmos
C160,Ebony,4,7,0,0,0,2,5,0,0,0,1,1,0,0,0,0,0,0,0,0,15,15,0,0,0,4,55+,1,1,Masters,5,AXE,AXE,Ebony
C161,Ebony,3,7,0,0,0,2,2,0,0,0,0,0,0,0,0,1,3,0,0,0,15,15,0,0,0,3,46-55,1,0,Degree,6,AHS,AXO,Ebony
C162,Cosmos,0,0,0,2,4,0,0,0,1,2,0,0,0,0,1,0,0,0,1,0,0,0,0,15,15,1,25-35,1,0,Degree,6,ATI,ATI,Cosmos
C163,Odyssey,0,0,0,7,0,0,0,0,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,15,0,1,36-45,1,0,Degree,8,AWK,ACL,Odyssey
C164,Ebony,0,7,0,0,1,0,3,0,0,1,0,0,0,0,0,0,3,0,0,0,0,15,0,0,15,4,25-35,1,0,Diploma,6,AJI,ANQ,Ebony
C165,Centaur,12,0,0,10,0,6,0,0,4,0,0,0,0,2,0,6,0,0,0,0,15,0,0,15,0,1,55+,1,0,Degree,8,AHS,AHJ,Centaur
C166,Centaur,2,12,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,15,0,0,15,5,36-45,1,0,Diploma,7,AVS,AVS,Ebony
C167,Odyssey,0,0,0,11,0,0,0,0,4,0,0,0,0,2,0,0,0,0,3,0,0,0,0,15,0,1,55+,1,1,Masters,7,ACD,ACD,Odyssey
C168,Ebony,1,2,0,0,1,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,15,15,0,0,15,1,18-24,1,0,Diploma,8,ABX,ABX,Cosmos
C169,Tokugawa,0,2,8,0,0,0,0,6,0,0,0,1,1,0,0,0,0,0,0,0,0,15,15,0,0,3,36-45,1,0,Masters,7,AJV,AJV,Odyssey
C170,Centaur,5,0,8,0,0,0,0,3,0,0,1,0,1,0,0,3,0,2,0,0,15,0,15,0,0,1,55+,1,0,Masters,8,AZG,AEC,Tokugawa
C171,Odyssey,0,0,0,11,0,0,0,0,6,0,0,0,0,2,0,0,0,0,1,0,0,0,0,15,0,3,36-45,1,0,Masters,6,ATA,ATA,Cosmos
C172,Odyssey,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,4,46-55,1,0,Degree,7,AHR,AHR,Odyssey
C173,Cosmos,0,1,0,0,8,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,18-24,1,1,Primary,6,AJI,AJI,Cosmos
C174,Centaur,6,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15,0,0,0,0,4,18-24,0,0,Masters,8,AHS,AHS,Centaur
C175,Centaur,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,15,0,0,15,4,25-35,1,0,Diploma,4,AOV,ATI,Ebony
C176,Tokugawa,0,2,7,0,1,0,0,2,0,1,0,0,1,0,0,0,1,2,0,0,0,15,11,0,15,3,46-55,1,1,Degree,5,AJV,AJV,Tokugawa
C177,Centaur,9,0,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,15,0,0,0,0,3,36-45,0,0,Degree,5,ANQ,ANQ,Centaur
C178,Centaur,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,1,25-35,1,0,Diploma,9,ABX,AYH,Centaur
C179,Odyssey,0,3,0,8,0,0,1,0,0,0,0,0,0,3,0,0,1,0,1,0,0,15,0,15,0,3,36-45,1,0,Diploma,9,ANG,AQU,Ebony
C180,Centaur,9,0,0,2,0,8,0,0,1,0,0,0,0,0,0,1,0,0,1,0,13,0,0,15,0,3,25-35,0,0,Primary,5,AVV,AQU,Centaur
C181,Cosmos,1,0,0,1,4,1,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,15,10,1,18-24,1,0,Masters,6,ATI,ATI,Centaur
C182,Cosmos,0,0,2,3,7,0,0,2,0,0,0,0,0,1,3,0,0,0,0,0,0,0,15,15,11,2,36-45,0,0,Masters,8,AOV,AOV,Cosmos
C183,Centaur,4,0,0,6,0,2,0,0,6,0,0,0,0,0,0,1,0,0,0,0,15,0,0,15,0,3,55+,0,0,Degree,6,AWW,AQX,Odyssey
C184,Centaur,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,3,55+,0,1,Diploma,7,AHO,ATI,Centaur
C185,Ebony,0,10,0,0,0,0,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15,0,0,0,3,46-55,1,0,Degree,6,ABX,ABX,Ebony
C186,Centaur,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15,0,0,15,0,1,36-45,1,0,Diploma,8,AWT,ACL,Centaur
C187,Ebony,3,2,3,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,15,15,15,0,0,3,25-35,1,0,Masters,5,AJV,AHR,Tokugawa
C188,Cosmos,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,1,55+,1,0,Degree,3,AXR,AWX,Odyssey
C189,Odyssey,0,1,0,3,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,15,0,15,0,3,25-35,1,1,Diploma,7,ANG,ACL,Odyssey
C190,Cosmos,0,1,0,0,12,0,0,0,0,6,0,0,0,0,3,0,1,0,0,0,0,15,0,0,15,4,46-55,1,0,Masters,5,AOV,AOV,Cosmos
C191,Cosmos,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,4,18-24,1,0,Primary,2,AFP,ACL,Odyssey
C192,Ebony,7,5,0,0,2,5,4,0,0,2,1,0,0,0,0,0,1,0,0,0,1,3,0,0,0,1,18-24,1,0,Primary,3,AHS,AHS,Cosmos
C193,Centaur,17,0,0,0,0,13,0,0,0,0,2,0,0,0,0,0,0,0,0,0,15,0,0,0,0,1,36-45,1,0,Degree,6,ARK,ARK,Centaur
C194,Odyssey,0,2,6,18,0,0,2,4,5,0,0,0,0,3,0,0,0,2,2,0,0,15,15,15,0,1,36-45,0,0,Masters,8,AVG,AZG,Odyssey
C195,Odyssey,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,4,36-45,1,0,Degree,6,AET,AET,Odyssey
C196,Ebony,0,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,4,46-55,0,0,Diploma,6,ABX,ABX,Ebony
C197,Ebony,0,11,0,0,0,0,5,0,0,0,0,2,0,0,0,0,2,0,0,0,0,12,0,0,0,3,36-45,0,0,Diploma,6,ACL,AMF,Ebony
C198,Ebony,3,7,3,0,1,3,2,0,0,1,0,1,0,0,0,0,1,3,0,0,0,8,3,0,7,4,46-55,1,1,Masters,6,ANQ,APH,Ebony
C199,Cosmos,0,0,0,0,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,13,3,25-35,0,0,Diploma,8,AJI,AJI,Tokugawa
C200,Cosmos,0,0,0,0,12,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,15,4,36-45,1,1,Masters,7,AJI,ALE,Cosmos
C201,Centaur,1,1,2,1,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,15,15,15,15,0,4,18-24,1,0,Masters,8,ANQ,AHR,Ebony
C202,Odyssey,0,0,0,10,0,0,0,0,8,0,0,0,0,0,0,0,0,0,2,0,0,0,0,15,0,3,25-35,1,0,Primary,7,AOT,AVV,Odyssey
C203,Cosmos,3,1,2,0,2,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,15,15,0,0,15,3,36-45,1,1,Diploma,8,AOV,AMS,Cosmos
C204,Centaur,6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,15,0,0,0,0,3,36-45,0,0,Masters,8,AHS,AHS,Centaur
C205,Cosmos,1,1,0,2,7,1,1,0,0,3,0,0,0,1,2,0,0,0,0,0,15,15,0,15,15,4,36-45,1,1,Degree,6,ACD,AOV,Cosmos
C206,Centaur,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,15,0,0,0,1,25-35,1,1,Diploma,7,AWW,AWW,Cosmos
C207,Cosmos,0,10,0,3,11,0,5,0,3,9,0,0,0,0,1,0,2,0,0,0,0,15,0,15,15,3,55+,1,1,Degree,6,AXT,AWX,Ebony
C208,Tokugawa,0,0,10,0,0,0,0,3,0,0,0,0,2,0,0,0,0,3,0,0,0,0,15,0,0,1,25-35,1,0,Masters,8,ATU,AHO,Tokugawa
C209,Ebony,4,9,0,0,0,2,2,0,0,0,1,1,0,0,0,0,2,0,0,0,3,8,0,0,15,1,25-35,0,1,Degree,7,ACL,ARK,Cosmos
C210,Ebony,0,18,0,0,0,0,4,0,0,0,0,0,0,0,0,0,9,0,0,0,0,15,0,0,0,1,25-35,1,0,Masters,7,AQT,AQT,Ebony
C211,Ebony,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,15,0,0,0,4,36-45,1,1,Masters,8,AII,ATI,Ebony
C212,Ebony,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,4,18-24,1,0,Degree,6,AGU,AGU,Ebony
C213,Odyssey,0,4,0,12,0,0,2,0,5,0,0,0,0,2,0,0,2,0,1,0,0,15,0,15,0,1,18-24,1,0,Masters,8,AET,AET,Odyssey
C214,Ebony,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,1,36-45,1,1,Degree,10,AZR,AXO,Ebony
C215,Tokugawa,0,0,1,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15,15,0,4,18-24,1,1,Masters,7,ACL,AXG,Tokugawa
C216,Ebony,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,15,0,0,0,1,25-35,0,1,Masters,8,AMF,AMS,Ebony
C217,Cosmos,0,0,0,0,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15,4,46-55,1,0,Degree,6,ACL,AMR,Cosmos
C218,Ebony,0,7,0,0,0,0,2,0,0,0,0,1,0,0,0,0,3,0,0,0,0,5,0,0,0,3,18-24,0,0,Degree,7,ASE,ASE,Ebony
C219,Odyssey,0,0,0,6,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,15,0,1,18-24,0,0,Diploma,5,AHJ,AHJ,Odyssey
C220,Odyssey,0,0,0,9,0,0,0,0,4,0,0,0,0,2,0,0,0,0,1,0,0,0,0,15,0,4,18-24,1,0,Masters,6,ADV,ADV,Odyssey
C221,Tokugawa,5,1,12,0,0,1,1,2,0,0,1,0,3,0,0,0,0,1,0,0,5,15,12,0,0,2,36-45,0,0,Primary,6,ANQ,ANQ,Tokugawa
C222,Ebony,0,17,0,0,0,0,4,0,0,0,0,5,0,0,0,0,2,0,0,0,0,8,0,0,0,3,25-35,1,0,Degree,7,AXO,AXO,Ebony
C223,Centaur,2,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,15,4,25-35,1,0,Degree,6,AMZ,AMZ,Odyssey
C224,Odyssey,0,0,0,13,0,0,0,0,8,0,0,0,0,2,0,0,0,0,1,0,0,0,0,15,0,3,55+,1,0,Degree,7,AHL,AMZ,Odyssey
C225,Centaur,7,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,13,0,0,0,0,2,25-35,1,1,Masters,7,AHS,AHS,Centaur
C226,Odyssey,2,8,0,13,3,2,5,0,7,0,0,1,0,3,1,0,1,0,0,0,15,15,0,15,0,3,36-45,1,1,Degree,7,AXO,AXO,Odyssey
C227,Odyssey,0,0,0,2,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,4,46-55,1,1,Masters,7,AWX,ACL,Odyssey
C228,Centaur,9,0,0,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15,0,0,0,0,3,25-35,0,1,Masters,6,ARK,ARK,Centaur
C229,Centaur,12,0,0,0,0,8,0,0,0,0,1,0,0,0,0,2,0,0,0,0,15,0,0,0,0,3,36-45,1,0,Diploma,5,ATI,ATI,Centaur
C230,Cosmos,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,55+,1,1,Degree,7,AXT,AOV,Cosmos
C231,Centaur,13,8,5,0,1,3,3,1,0,1,3,1,0,0,0,2,1,3,0,0,1,4,6,0,10,3,55+,0,0,Masters,7,AIW,APH,Tokugawa
C232,Odyssey,1,3,0,9,0,0,0,0,5,0,0,0,0,2,0,1,3,0,0,0,15,15,0,15,0,3,18-24,1,0,Masters,8,ATG,AES,Odyssey
C233,Odyssey,0,0,0,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,15,0,15,0,1,25-35,1,0,Masters,8,ACL,AUE,Odyssey
C234,Cosmos,0,0,0,0,18,0,0,0,0,8,0,0,0,0,2,0,0,0,0,0,0,0,0,0,13,4,18-24,1,0,Masters,8,ATI,ATI,Cosmos
C235,Ebony,0,14,0,0,0,0,8,0,0,0,0,2,0,0,0,0,0,0,0,0,0,15,0,0,0,3,18-24,1,0,Degree,4,AEO,AEO,Ebony
C236,Cosmos,0,1,0,0,2,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,15,15,0,0,15,1,25-35,1,0,Masters,9,AEC,ACL,Ebony
C237,Tokugawa,1,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,0,0,0,0,3,36-45,1,0,Masters,5,ACL,AEC,Tokugawa
C238,Centaur,10,1,5,0,0,6,1,4,0,0,2,0,0,0,0,0,0,1,0,0,15,0,15,0,0,3,46-55,1,0,Diploma,6,ARK,ARK,Tokugawa
C239,Odyssey,0,0,2,4,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,15,15,15,0,4,36-45,0,0,Masters,9,AER,AER,Odyssey
C240,Cosmos,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,25-35,1,0,Masters,7,AJI,ACL,Tokugawa
C241,Ebony,0,7,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,15,0,0,0,3,25-35,0,0,Degree,7,ALG,ALG,Ebony
C242,Cosmos,3,0,0,0,3,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,3,0,0,0,10,3,25-35,1,0,Degree,7,AMZ,AMZ,Ebony
C243,Tokugawa,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15,0,15,0,0,3,25-35,1,1,Diploma,6,AEC,AEC,Tokugawa
C244,Centaur,11,0,0,0,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15,0,0,0,0,1,25-35,1,1,Masters,6,AHS,AHS,Centaur
C245,Odyssey,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,15,0,1,55+,1,1,Masters,7,AQU,AQU,Odyssey
C246,Centaur,6,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,14,0,0,0,0,3,55+,1,0,Diploma,7,AHS,AHS,Centaur
C247,Ebony,0,13,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,0,0,0,0,15,0,0,0,3,25-35,1,0,Degree,7,AVO,AVO,Ebony
C248,Ebony,0,8,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,11,0,0,0,1,55+,0,0,Masters,7,ACL,ACO,Ebony
C249,Tokugawa,0,0,9,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,15,0,0,4,36-45,0,0,Masters,4,ANQ,ANQ,Tokugawa
C250,Cosmos,0,0,5,0,2,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,15,0,15,3,18-24,1,1,Diploma,7,API,AWX,Cosmos
C251,Cosmos,1,0,0,0,17,1,0,0,0,17,0,0,0,0,0,0,0,0,0,0,15,0,0,0,15,4,55+,1,1,Masters,7,ATI,ATI,Cosmos
C252,Ebony,1,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,15,15,0,0,0,1,25-35,0,1,Degree,7,AXO,AXO,Ebony
C253,Odyssey,3,0,0,9,0,1,0,0,6,0,1,0,0,1,0,0,0,0,0,0,11,0,0,15,0,1,25-35,0,0,Diploma,7,AHR,AMR,Centaur
C254,Ebony,3,6,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,0,0,0,15,15,0,0,0,4,25-35,1,0,Masters,5,ANQ,APH,Ebony
C255,Centaur,7,0,0,4,0,5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,15,0,0,15,0,1,46-55,1,0,Degree,7,ABG,ACD,Centaur
C256,Cosmos,0,4,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,15,15,0,15,2,46-55,1,1,Diploma,7,AMH,ACL,Cosmos
C257,Cosmos,2,0,0,3,3,0,0,0,1,3,0,0,0,1,0,2,0,0,0,0,15,15,0,15,11,4,55+,0,0,Diploma,6,AXT,AXT,Cosmos
C258,Cosmos,0,0,0,0,7,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,13,2,55+,1,0,Masters,8,AJI,AJI,Cosmos
C259,Cosmos,0,3,0,0,6,0,0,0,0,2,0,0,0,0,1,0,2,0,0,2,0,0,0,0,9,3,46-55,1,0,Masters,6,AOV,AHO,Cosmos
C260,Ebony,0,3,0,7,0,0,1,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,15,0,2,25-35,1,0,Degree,8,ASF,AQX,Centaur
C261,Ebony,0,7,2,0,1,0,4,0,0,1,0,0,1,0,0,0,3,0,0,0,0,15,15,0,15,1,18-24,0,0,Degree,7,APH,APH,Ebony
C262,Centaur,3,0,0,2,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,15,0,0,15,0,1,25-35,1,1,Masters,7,AOV,ATE,Centaur
C263,Odyssey,0,0,0,9,0,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,15,0,4,36-45,0,1,Degree,6,AWT,AXG,Odyssey
C264,Cosmos,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,15,0,0,15,3,46-55,1,1,Diploma,7,AJI,AJI,Cosmos
C265,Centaur,2,0,0,2,2,2,0,0,2,0,0,0,0,0,1,0,0,0,0,0,15,0,0,15,15,1,25-35,1,0,Diploma,4,AWX,AWX,Centaur
C266,Tokugawa,3,0,21,0,0,1,0,9,0,0,1,0,5,0,0,0,0,2,0,0,15,0,15,0,0,4,46-55,1,0,Diploma,6,ACL,ANQ,Tokugawa
C267,Tokugawa,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,15,0,0,3,55+,1,0,Masters,9,ANQ,ANQ,Tokugawa
C268,Odyssey,0,0,0,2,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,15,0,0,15,0,3,18-24,0,0,Masters,8,AQT,ACL,Odyssey
C269,Cosmos,1,0,0,1,5,1,0,0,1,5,0,0,0,0,0,0,0,0,0,0,15,0,0,15,15,4,46-55,1,0,Degree,6,AOV,AHR,Cosmos
C270,Cosmos,3,0,0,0,4,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,15,0,0,0,15,1,46-55,1,1,Masters,8,AMR,AMR,Cosmos
C271,Cosmos,2,1,0,7,3,0,1,0,3,0,1,0,0,2,0,0,0,0,0,1,15,11,0,15,8,1,55+,0,0,Masters,8,AMR,AET,Cosmos
C272,Cosmos,1,0,0,0,5,1,0,0,0,3,0,0,0,0,1,0,0,0,0,0,15,0,0,0,15,1,55+,0,0,Primary,5,AWX,AUZ,Cosmos
C273,Cosmos,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15,0,0,15,3,25-35,1,0,Degree,7,AUZ,ACL,Cosmos
C274,Ebony,0,12,0,0,0,0,1,0,0,0,0,2,0,0,0,0,2,0,0,0,0,15,15,0,0,2,25-35,0,0,Diploma,7,ACL,ANQ,Tokugawa
C275,Centaur,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,3,36-45,1,0,Masters,8,AHS,ACL,Centaur
C276,Ebony,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,15,0,0,0,3,25-35,1,0,Degree,5,AWW,AWW,Ebony
C277,Cosmos,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,55+,0,0,Masters,3,AUQ,AUQ,Cosmos
C278,Ebony,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,15,0,0,0,4,18-24,0,0,Degree,7,ABX,ABX,Ebony
C279,Ebony,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,15,15,0,0,0,1,18-24,1,0,Masters,9,ACL,AHL,Ebony
C280,Ebony,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,15,0,15,0,1,55+,1,0,Diploma,7,AET,AHO,Ebony
C281,Odyssey,0,0,0,4,2,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15,0,4,36-45,1,0,Masters,7,AXT,AWX,Odyssey
C282,Cosmos,1,0,0,0,21,1,0,0,0,4,0,0,0,0,4,0,0,0,0,0,15,0,0,0,15,2,46-55,1,0,Degree,7,AVX,AVX,Ebony
C283,Centaur,9,0,0,0,2,3,0,0,0,0,3,0,0,0,1,0,0,0,0,0,15,0,0,0,15,1,36-45,1,0,Masters,0,AWK,ATI,Centaur
C284,Ebony,0,2,0,11,0,0,1,0,3,0,0,0,0,4,0,0,1,0,0,0,0,15,0,15,0,1,25-35,1,1,Masters,7,AWI,AWI,Centaur
C285,Cosmos,0,0,0,0,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15,4,25-35,1,1,Diploma,6,AWX,AWX,Cosmos
C286,Odyssey,0,0,0,11,0,0,0,0,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,15,15,1,46-55,0,1,Degree,7,AQX,AHR,Odyssey
C287,Cosmos,0,1,0,0,18,0,1,0,0,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,3,25-35,0,0,Diploma,7,ACD,ACD,Centaur
C288,Centaur,12,0,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,15,0,0,0,0,1,46-55,0,0,Masters,6,AHS,AHS,Centaur
C289,Cosmos,2,3,0,2,3,2,0,0,2,3,0,1,0,0,0,0,1,0,0,0,15,15,0,15,15,1,25-35,1,1,Diploma,6,AMF,AOV,Ebony
C290,Cosmos,0,3,0,5,3,0,3,0,1,3,0,0,0,2,0,0,0,0,0,0,0,15,0,15,15,4,46-55,1,1,Primary,5,AOT,ASB,Cosmos
C291,Centaur,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,15,0,0,0,3,46-55,1,1,Degree,7,AVO,ACL,Tokugawa
C292,Ebony,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,15,0,0,0,4,18-24,0,0,Degree,8,AJZ,AJZ,Ebony
C293,Ebony,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13,0,0,0,3,46-55,1,0,Masters,6,ACL,APH,Tokugawa
C294,Odyssey,0,0,0,7,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,15,0,15,0,4,25-35,0,0,Degree,10,ARM,ARM,Odyssey
C295,Centaur,7,3,3,2,4,5,1,3,2,3,0,0,0,0,0,2,2,0,0,1,3,7,12,15,5,3,36-45,1,0,Masters,6,AEC,AEC,Ebony
C296,Tokugawa,4,0,16,2,2,0,0,7,0,0,0,0,2,1,0,3,0,4,0,2,0,0,15,0,7,4,55+,1,0,Masters,7,AMI,ATU,Ebony
C297,Cosmos,0,0,0,0,10,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,13,2,36-45,1,1,Primary,6,AJI,AJI,Tokugawa
C298,Centaur,6,0,0,4,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15,0,0,15,0,4,25-35,0,0,Degree,4,ATI,AMH,Centaur
C299,Ebony,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,15,0,0,0,1,25-35,0,0,Masters,7,ASE,ASE,Ebony
C300,Odyssey,1,0,0,8,0,1,0,0,6,0,0,0,0,1,0,0,0,0,0,0,15,0,0,15,0,1,46-55,1,0,Masters,5,AUE,AUE,Ebony
C301,Centaur,10,1,4,0,0,2,0,2,0,0,0,0,0,0,0,8,1,1,0,0,13,15,15,0,0,4,46-55,1,0,Diploma,5,AOV,AOV,Tokugawa
C302,Ebony,0,16,0,0,0,0,8,0,0,0,0,1,0,0,0,0,4,0,0,0,0,9,0,0,0,3,46-55,0,1,Masters,6,AWT,AWT,Ebony
C303,Cosmos,0,0,0,0,16,0,0,0,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,15,2,46-55,1,0,Diploma,7,AWI,AWI,Cosmos
C304,Cosmos,0,0,0,0,20,0,0,0,0,8,0,0,0,0,5,0,0,0,0,1,0,0,0,0,5,4,25-35,0,0,Masters,6,AMR,AMR,Cosmos
C305,Cosmos,0,0,0,1,7,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,46-55,0,0,Primary,5,AJI,AJI,Cosmos
C306,Tokugawa,0,0,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,15,15,15,4,55+,1,1,Masters,7,AJI,AJI,Tokugawa
C307,Tokugawa,0,0,19,0,0,0,0,7,0,0,0,0,3,0,0,0,0,5,0,0,0,0,15,0,0,1,36-45,1,0,Degree,8,AEC,AEC,Tokugawa
C308,Centaur,2,0,0,0,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,15,0,0,0,10,1,18-24,1,1,Primary,2,ASF,AMR,Cosmos
C309,Ebony,0,8,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,15,0,0,0,4,18-24,1,0,Primary,6,AJB,AQX,Ebony
C310,Odyssey,0,0,0,10,0,0,0,0,8,0,0,0,0,0,0,0,0,0,2,0,0,0,0,15,0,4,25-35,0,1,Masters,7,AQX,AQX,Odyssey
